X=300.000 Y=-0.000 Z=0.000,X=1.000 Y=0.000 Z=0.000,X=0.990 Y=0.317,(R=255,G=255,B=255,A=255)
X=300.000 Y=-0.000 Z=200.000,X=1.000 Y=0.000 Z=0.000,X=0.990 Y=0.011,(R=255,G=255,B=255,A=255)
X=300.000 Y=200.000 Z=200.000,X=1.000 Y=0.000 Z=0.000,X=0.683 Y=0.011,(R=255,G=255,B=255,A=255)
X=300.000 Y=200.000 Z=0.000,X=1.000 Y=0.000 Z=0.000,X=0.683 Y=0.317,(R=255,G=255,B=255,A=255)
X=300.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.006 Y=0.224,(R=255,G=255,B=255,A=255)
X=300.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.006 Y=0.546,(R=255,G=255,B=255,A=255)
X=270.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.049 Y=0.546,(R=255,G=255,B=255,A=255)
X=270.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.049 Y=0.224,(R=255,G=255,B=255,A=255)
X=240.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.093 Y=0.546,(R=255,G=255,B=255,A=255)
X=240.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.093 Y=0.224,(R=255,G=255,B=255,A=255)
X=210.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.136 Y=0.546,(R=255,G=255,B=255,A=255)
X=210.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.136 Y=0.224,(R=255,G=255,B=255,A=255)
X=180.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.180 Y=0.546,(R=255,G=255,B=255,A=255)
X=180.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.180 Y=0.224,(R=255,G=255,B=255,A=255)
X=150.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.224 Y=0.546,(R=255,G=255,B=255,A=255)
X=150.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.224 Y=0.224,(R=255,G=255,B=255,A=255)
X=120.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.267 Y=0.546,(R=255,G=255,B=255,A=255)
X=120.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.267 Y=0.224,(R=255,G=255,B=255,A=255)
X=90.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.311 Y=0.546,(R=255,G=255,B=255,A=255)
X=90.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.311 Y=0.224,(R=255,G=255,B=255,A=255)
X=60.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.354 Y=0.546,(R=255,G=255,B=255,A=255)
X=60.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.354 Y=0.224,(R=255,G=255,B=255,A=255)
X=30.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.398 Y=0.546,(R=255,G=255,B=255,A=255)
X=30.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.398 Y=0.224,(R=255,G=255,B=255,A=255)
X=0.000 Y=200.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.441 Y=0.546,(R=255,G=255,B=255,A=255)
X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=0.000 Z=-1.000,X=0.441 Y=0.224,(R=255,G=255,B=255,A=255)
X=0.000 Y=200.000 Z=20.000,X=0.000 Y=1.000 Z=0.000,X=0.559 Y=0.962,(R=255,G=255,B=255,A=255)
X=0.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.559 Y=0.994,(R=255,G=255,B=255,A=255)
X=30.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.602 Y=0.994,(R=255,G=255,B=255,A=255)
X=30.000 Y=200.000 Z=20.000,X=0.000 Y=1.000 Z=0.000,X=0.602 Y=0.962,(R=255,G=255,B=255,A=255)
X=60.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.646 Y=0.994,(R=255,G=255,B=255,A=255)
X=60.000 Y=200.000 Z=40.000,X=0.000 Y=1.000 Z=0.000,X=0.646 Y=0.929,(R=255,G=255,B=255,A=255)
X=30.000 Y=200.000 Z=40.000,X=0.000 Y=1.000 Z=0.000,X=0.602 Y=0.929,(R=255,G=255,B=255,A=255)
X=90.000 Y=200.000 Z=60.000,X=0.000 Y=1.000 Z=0.000,X=0.689 Y=0.897,(R=255,G=255,B=255,A=255)
X=60.000 Y=200.000 Z=60.000,X=0.000 Y=1.000 Z=0.000,X=0.646 Y=0.897,(R=255,G=255,B=255,A=255)
X=90.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.689 Y=0.994,(R=255,G=255,B=255,A=255)
X=120.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.732 Y=0.994,(R=255,G=255,B=255,A=255)
X=120.000 Y=200.000 Z=80.000,X=0.000 Y=1.000 Z=0.000,X=0.732 Y=0.865,(R=255,G=255,B=255,A=255)
X=90.000 Y=200.000 Z=80.000,X=0.000 Y=1.000 Z=0.000,X=0.689 Y=0.865,(R=255,G=255,B=255,A=255)
X=150.000 Y=200.000 Z=100.000,X=0.000 Y=1.000 Z=0.000,X=0.775 Y=0.833,(R=255,G=255,B=255,A=255)
X=120.000 Y=200.000 Z=100.000,X=0.000 Y=1.000 Z=0.000,X=0.732 Y=0.833,(R=255,G=255,B=255,A=255)
X=150.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.775 Y=0.994,(R=255,G=255,B=255,A=255)
X=180.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.818 Y=0.994,(R=255,G=255,B=255,A=255)
X=180.000 Y=200.000 Z=120.000,X=0.000 Y=1.000 Z=0.000,X=0.818 Y=0.800,(R=255,G=255,B=255,A=255)
X=150.000 Y=200.000 Z=120.000,X=0.000 Y=1.000 Z=0.000,X=0.775 Y=0.800,(R=255,G=255,B=255,A=255)
X=210.000 Y=200.000 Z=140.000,X=0.000 Y=1.000 Z=0.000,X=0.862 Y=0.768,(R=255,G=255,B=255,A=255)
X=180.000 Y=200.000 Z=140.000,X=0.000 Y=1.000 Z=0.000,X=0.818 Y=0.768,(R=255,G=255,B=255,A=255)
X=210.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.862 Y=0.994,(R=255,G=255,B=255,A=255)
X=240.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.905 Y=0.994,(R=255,G=255,B=255,A=255)
X=240.000 Y=200.000 Z=160.000,X=0.000 Y=1.000 Z=0.000,X=0.905 Y=0.736,(R=255,G=255,B=255,A=255)
X=210.000 Y=200.000 Z=160.000,X=0.000 Y=1.000 Z=0.000,X=0.862 Y=0.736,(R=255,G=255,B=255,A=255)
X=270.000 Y=200.000 Z=180.000,X=0.000 Y=1.000 Z=0.000,X=0.948 Y=0.703,(R=255,G=255,B=255,A=255)
X=240.000 Y=200.000 Z=180.000,X=0.000 Y=1.000 Z=0.000,X=0.905 Y=0.703,(R=255,G=255,B=255,A=255)
X=270.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.948 Y=0.994,(R=255,G=255,B=255,A=255)
X=300.000 Y=200.000 Z=0.000,X=0.000 Y=1.000 Z=0.000,X=0.992 Y=0.994,(R=255,G=255,B=255,A=255)
X=270.000 Y=200.000 Z=200.000,X=0.000 Y=1.000 Z=0.000,X=0.948 Y=0.671,(R=255,G=255,B=255,A=255)
X=300.000 Y=200.000 Z=200.000,X=0.000 Y=1.000 Z=0.000,X=0.992 Y=0.671,(R=255,G=255,B=255,A=255)
X=30.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.837 Y=0.546,(R=255,G=255,B=255,A=255)
X=0.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.879 Y=0.546,(R=255,G=255,B=255,A=255)
X=0.000 Y=-0.000 Z=20.000,X=0.000 Y=-1.000 Z=0.000,X=0.879 Y=0.513,(R=255,G=255,B=255,A=255)
X=30.000 Y=-0.000 Z=20.000,X=0.000 Y=-1.000 Z=0.000,X=0.837 Y=0.513,(R=255,G=255,B=255,A=255)
X=60.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.795 Y=0.546,(R=255,G=255,B=255,A=255)
X=30.000 Y=-0.000 Z=40.000,X=0.000 Y=-1.000 Z=0.000,X=0.837 Y=0.480,(R=255,G=255,B=255,A=255)
X=60.000 Y=-0.000 Z=40.000,X=0.000 Y=-1.000 Z=0.000,X=0.795 Y=0.480,(R=255,G=255,B=255,A=255)
X=90.000 Y=-0.000 Z=60.000,X=0.000 Y=-1.000 Z=0.000,X=0.753 Y=0.446,(R=255,G=255,B=255,A=255)
X=60.000 Y=-0.000 Z=60.000,X=0.000 Y=-1.000 Z=0.000,X=0.795 Y=0.446,(R=255,G=255,B=255,A=255)
X=90.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.753 Y=0.546,(R=255,G=255,B=255,A=255)
X=120.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.711 Y=0.546,(R=255,G=255,B=255,A=255)
X=90.000 Y=-0.000 Z=80.000,X=0.000 Y=-1.000 Z=0.000,X=0.753 Y=0.413,(R=255,G=255,B=255,A=255)
X=120.000 Y=-0.000 Z=80.000,X=0.000 Y=-1.000 Z=0.000,X=0.711 Y=0.413,(R=255,G=255,B=255,A=255)
X=150.000 Y=-0.000 Z=100.000,X=0.000 Y=-1.000 Z=0.000,X=0.669 Y=0.379,(R=255,G=255,B=255,A=255)
X=120.000 Y=-0.000 Z=100.000,X=0.000 Y=-1.000 Z=0.000,X=0.711 Y=0.379,(R=255,G=255,B=255,A=255)
X=150.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.669 Y=0.546,(R=255,G=255,B=255,A=255)
X=180.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.627 Y=0.546,(R=255,G=255,B=255,A=255)
X=150.000 Y=-0.000 Z=120.000,X=0.000 Y=-1.000 Z=0.000,X=0.669 Y=0.346,(R=255,G=255,B=255,A=255)
X=180.000 Y=-0.000 Z=120.000,X=0.000 Y=-1.000 Z=0.000,X=0.627 Y=0.346,(R=255,G=255,B=255,A=255)
X=210.000 Y=-0.000 Z=140.000,X=0.000 Y=-1.000 Z=0.000,X=0.585 Y=0.313,(R=255,G=255,B=255,A=255)
X=180.000 Y=-0.000 Z=140.000,X=0.000 Y=-1.000 Z=0.000,X=0.627 Y=0.313,(R=255,G=255,B=255,A=255)
X=210.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.585 Y=0.546,(R=255,G=255,B=255,A=255)
X=240.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.543 Y=0.546,(R=255,G=255,B=255,A=255)
X=210.000 Y=-0.000 Z=160.000,X=0.000 Y=-1.000 Z=0.000,X=0.585 Y=0.279,(R=255,G=255,B=255,A=255)
X=240.000 Y=-0.000 Z=160.000,X=0.000 Y=-1.000 Z=0.000,X=0.543 Y=0.279,(R=255,G=255,B=255,A=255)
X=270.000 Y=-0.000 Z=180.000,X=0.000 Y=-1.000 Z=0.000,X=0.500 Y=0.246,(R=255,G=255,B=255,A=255)
X=240.000 Y=-0.000 Z=180.000,X=0.000 Y=-1.000 Z=0.000,X=0.543 Y=0.246,(R=255,G=255,B=255,A=255)
X=270.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.500 Y=0.546,(R=255,G=255,B=255,A=255)
X=300.000 Y=-0.000 Z=0.000,X=0.000 Y=-1.000 Z=0.000,X=0.459 Y=0.546,(R=255,G=255,B=255,A=255)
X=300.000 Y=-0.000 Z=200.000,X=0.000 Y=-1.000 Z=0.000,X=0.459 Y=0.212,(R=255,G=255,B=255,A=255)
X=270.000 Y=-0.000 Z=200.000,X=0.000 Y=-1.000 Z=0.000,X=0.500 Y=0.212,(R=255,G=255,B=255,A=255)
